Customer_ID,Customer_Name,Birth_Date,Marital_Status,Annual_Income,Total_Children,Education_Level,Occupation,Home_Owner
BB1099,Chander Mohan,22-08-1961,M," ? 30,69,154.00 ",5,Partial College,Skilled Manual,Y
BB1100,Mohd Sahil,03-08-1957,S," ? 8,15,495.00 ",0,Partial College,Skilled Manual,Y
BB1101,Mohmmd Shahid,26-02-1957,M," ? 18,77,100.00 ",1,Partial College,Skilled Manual,Y
BB1102,Mayur Bhatia,17-02-1935,S," ? 24,39,582.00 ",0,Partial College,Clerical,N
BB1103,Virender Verma Bindu,22-10-1960,M," ? 23,55,104.00 ",3,Partial College,Skilled Manual,N
BB1104,Deepak Sharma,07-03-1953,S," ? 28,97,012.00 ",0,Partial College,Clerical,Y
BB1105,Hasan Shekh,09-02-1949,M," ? 9,45,694.00 ",2,High School,Skilled Manual,Y
BB1106,Suryanath Pal,09-07-1976,S," ? 21,06,712.00 ",0,High School,Skilled Manual,N
BB1107,Tarun Kuamr,13-12-1975,S," ? 13,55,091.00 ",0,High School,Skilled Manual,N
BB1108,Ashwani Saluja,27-10-1976,M," ? 6,22,166.00 ",0,High School,Skilled Manual,Y
BB1109,Nittin Rana,02-08-1980,M," ? 15,06,042.00 ",0,High School,Skilled Manual,Y
BB1110,Umesh Yadav,13-11-1980,S," ? 12,22,151.00 ",0,High School,Skilled Manual,N
BB1111,Chotu Sahil,14-09-1979,M," ? 23,75,012.00 ",0,High School,Skilled Manual,Y
BB1112,Sanjay Kumar,13-02-1946,S," ? 14,23,394.00 ",0,High School,Skilled Manual,N
BB1113,Sat Pal,22-11-1980,S," ? 18,10,706.00 ",0,High School,Skilled Manual,Y
BB1114,Chandan Kumar Yadav,08-07-1978,S," ? 19,18,189.00 ",0,Partial High School,Clerical,N
BB1115,Kamal Singh,26-06-1978,S," ? 14,79,950.00 ",0,High School,Skilled Manual,Y
BB1116,Sehzada Iqwal,18-06-1978,M," ? 22,60,076.00 ",0,High School,Skilled Manual,Y
BB1117,Rahul Sisodiya,17-07-1978,M," ? 6,13,424.00 ",0,High School,Skilled Manual,N
BB1118,Ashutosh Sharma,26-10-1978,M," ? 17,54,589.00 ",0,High School,Skilled Manual,Y
BB1119,Shiv Kant,11-11-1977,S," ? 17,61,930.00 ",0,Partial High School,Clerical,N
BB1120,Gurmeet Singh,16-10-1977,M," ? 30,83,086.00 ",0,Partial High School,Clerical,N
BB1121,Sardar Gurmeet Singh Chauhan,05-02-1977,S," ? 34,06,081.00 ",0,High School,Skilled Manual,Y
BB1122,Raja Ravidas,19-10-1979,S," ? 29,12,238.00 ",0,Partial High School,Clerical,N
BB1123,Amuchla Barman,26-05-1979,S," ? 30,54,805.00 ",0,Partial High School,Clerical,N
BB1124,Rajesh Mishra,02-05-1979,S," ? 3,16,204.00 ",0,High School,Skilled Manual,N
BB1125,Chhedilal Chaursiya,14-03-1941,M," ? 26,57,409.00 ",2,Bachelors,Management,Y
BB1126,Ashu Satender,22-06-1941,M," ? 4,99,734.00 ",2,Bachelors,Management,N
BB1127,Pradeep Kumar,06-02-1941,M," ? 32,93,022.00 ",2,Bachelors,Management,Y
BB1128,Dinesh Pareek,14-09-1943,S," ? 17,35,552.00 ",0,Bachelors,Management,Y
BB1129,Sahab Ram,10-08-1943,S," ? 20,27,197.00 ",0,Bachelors,Management,Y
BB1130,Sandeep Kumar Messi,13-02-1943,M," ? 13,58,131.00 ",2,Graduate Degree,Management,Y
BB1131,Sardar Kawaljeet Singh,18-08-1976,M," ? 20,32,619.00 ",0,Partial College,Skilled Manual,Y
BB1132,Udaiy Kumar,07-06-1975,M," ? 29,46,241.00 ",0,High School,Skilled Manual,Y
BB1133,Ram Avtar,27-09-1975,M," ? 17,90,581.00 ",0,High School,Skilled Manual,Y
BB1134,Amrit Singh,21-09-1974,M," ? 17,59,408.00 ",0,Partial College,Skilled Manual,Y
BB1135,Shyam Sharma,27-05-1974,S," ? 15,69,355.00 ",0,Partial College,Skilled Manual,Y
BB1136,Ajay Singh,25-06-1974,S," ? 31,38,605.00 ",0,Partial College,Skilled Manual,N
BB1137,Vijay Kapoor,18-07-1974,S," ? 2,83,214.00 ",0,Partial College,Skilled Manual,N
BB1138,Satya Parkash,25-03-1974,S," ? 29,09,527.00 ",0,Partial College,Skilled Manual,N
BB1139,Ravi Golu,19-05-1972,S," ? 31,31,616.00 ",0,Partial College,Skilled Manual,Y
BB1140,Iqbal Hussain,11-04-1968,S," ? 3,05,167.00 ",0,Bachelors,Management,Y
BB1141,Harsh Prince,14-09-1967,S," ? 6,16,204.00 ",0,Graduate Degree,Management,N
BB1142,Sher Hasan,24-09-1967,S," ? 4,39,717.00 ",0,Bachelors,Management,N
BB1143,Mohit Parsad Uniyal,27-05-1967,S," ? 16,00,189.00 ",0,Bachelors,Management,N
BB1144,Jawhar Lal,15-05-1967,S," ? 15,03,577.00 ",0,Graduate Degree,Management,Y
BB1145,Tulshi Ram,04-06-1968,M," ? 7,18,368.00 ",4,Bachelors,Management,Y
BB1146,Parveen Kumar,20-11-1968,M," ? 27,80,559.00 ",4,Bachelors,Management,N
BB1147,Deen Mohammad,15-06-1942,M," ? 21,36,701.00 ",2,Graduate Degree,Management,Y
BB1148,Amit Pande,15-03-1943,M," ? 9,48,827.00 ",2,Graduate Degree,Management,Y
BB1149,Amreek Singh,03-07-1943,M," ? 30,34,673.00 ",2,Bachelors,Management,Y
BB1150,Naresh Kumar,02-06-1943,M," ? 32,72,126.00 ",2,Bachelors,Management,Y
BB1151,Manjeet Singh,16-04-1943,S," ? 24,11,993.00 ",0,Graduate Degree,Management,N
BB1152,Bhupender Kumar,09-05-1943,M," ? 18,51,307.00 ",1,Bachelors,Management,Y
BB1153,Harish Chand Dua,04-06-1944,M," ? 26,20,009.00 ",4,Bachelors,Management,Y
BB1154,Druga Lal,08-09-1944,M," ? 12,74,819.00 ",4,Bachelors,Management,Y
BB1155,Istyara Ali,09-10-1944,S," ? 23,54,753.00 ",0,Bachelors,Management,Y
BB1156,Ramesh Megwal,03-07-1944,M," ? 18,28,575.00 ",4,Bachelors,Management,Y
BB1157,Ghanshyam Balmiki,12-08-1944,M," ? 30,52,560.00 ",4,Bachelors,Management,Y
BB1158,Shyad Furkahn Hussain,14-11-1944,S," ? 34,72,926.00 ",0,Bachelors,Management,Y
BB1159,Ram Siroman,22-05-1944,S," ? 25,32,077.00 ",0,Bachelors,Management,Y
BB1160,Satish Chawla,01-11-1944,M," ? 8,84,546.00 ",4,Bachelors,Management,N
BB1161,Naresh Paswan,03-09-1944,M," ? 9,32,761.00 ",4,Bachelors,Management,Y
BB1162,Manish Lamba,02-04-1944,M," ? 19,63,806.00 ",4,Bachelors,Management,Y
BB1163,Sanjay Tyagi,24-08-1944,M," ? 15,36,051.00 ",4,Bachelors,Management,Y
BB1164,Dev Chopra,23-08-1944,M," ? 6,23,138.00 ",4,Bachelors,Management,Y
BB1165,Aashis Kumar,27-10-1944,S," ? 27,79,621.00 ",0,Bachelors,Management,Y
BB1166,Mohd Umar,26-06-1944,S," ? 28,87,253.00 ",0,Bachelors,Management,Y
BB1167,Khushal Singh,26-02-1944,M," ? 33,30,146.00 ",5,Bachelors,Management,Y
BB1168,Amart Mewada,21-03-1945,S," ? 16,96,727.00 ",0,Bachelors,Management,Y
BB1169,Sidhrath Kumar,18-02-1945,M," ? 2,70,054.00 ",4,Bachelors,Management,Y
BB1170,Jat Ram,13-10-1945,M," ? 3,27,504.00 ",4,Bachelors,Management,N
BB1171,Chander Mehto,09-06-1946,S," ? 27,26,677.00 ",0,Bachelors,Management,Y
BB1172,Netram Yadav,05-06-1946,S," ? 7,11,449.00 ",0,Bachelors,Management,Y
BB1173,Shyam Lal,12-10-1946,M," ? 26,16,395.00 ",5,Bachelors,Management,Y
BB1174,Bajrangi Lal Kasyap,28-02-1946,M," ? 10,00,291.00 ",4,Bachelors,Management,Y
BB1175,Mohd Ali Chanki,07-08-1947,M," ? 5,33,767.00 ",5,Bachelors,Management,N
BB1176,Nazir Ali,25-12-1947,M," ? 26,31,343.00 ",2,Bachelors,Management,Y
BB1177,Sudhir Gupta,13-08-1947,S," ? 32,51,733.00 ",0,Bachelors,Management,Y
BB1178,Akram Hussain,14-07-1947,S," ? 11,83,103.00 ",0,Bachelors,Management,Y
BB1179,Trilok Agrawal,22-07-1947,S," ? 32,16,541.00 ",0,Bachelors,Management,Y
BB1180,Prafhool Pandey,24-10-1947,M," ? 16,70,401.00 ",4,Bachelors,Management,Y
BB1181,Rajiv Kumar,05-07-1948,M," ? 4,21,574.00 ",2,High School,Professional,Y
BB1182,Mohd Jaid,12-11-1948,M," ? 11,47,036.00 ",2,High School,Professional,Y
BB1183,Shish Pal,09-02-1948,M," ? 3,13,218.00 ",2,High School,Professional,Y
BB1184,Jai Ram Tiwari,08-11-1948,M," ? 26,90,306.00 ",2,Partial College,Professional,Y
BB1185,Kesha Sharma,19-09-1948,M," ? 19,52,445.00 ",2,Bachelors,Management,Y
BB1186,Rajeev Kumal,25-02-1948,M," ? 24,00,333.00 ",2,Bachelors,Management,Y
BB1187,Ghanshyam Sunder,27-02-1948,M," ? 11,53,916.00 ",2,Bachelors,Management,N
BB1188,Lucki Anand,13-11-1949,S," ? 11,85,054.00 ",0,Partial College,Professional,Y
BB1189,Rahul Bhaskar,25-10-1949,S," ? 14,00,044.00 ",0,Partial College,Professional,Y
BB1190,Jasvinder Kaur Roji,18-11-1949,S," ? 29,53,035.00 ",0,Partial College,Professional,N
BB1191,Neeraj Bhatt,24-04-1949,S," ? 2,82,290.00 ",0,Bachelors,Management,Y
BB1192,Dinesh Chauhan,24-04-1949,S," ? 17,98,417.00 ",0,Partial College,Professional,Y
BB1193,Rajeev Kumar Raju,04-06-1949,M," ? 21,20,698.00 ",4,Partial College,Professional,Y
BB1194,Mohan Ram,12-10-1949,M," ? 30,43,809.00 ",4,Partial College,Professional,Y
BB1195,Mukesh Goyal,11-01-1949,M," ? 28,37,777.00 ",4,Partial College,Professional,Y
BB1196,Paramjeet Singh,16-05-1949,S," ? 21,07,736.00 ",0,Partial College,Professional,Y
BB1197,Khalid Ali,08-06-1950,M," ? 6,54,572.00 ",2,Partial High School,Skilled Manual,Y
BB1198,Gaurav Sukla,15-08-1950,M," ? 30,17,226.00 ",2,Partial High School,Skilled Manual,Y
BB1199,Bharat Singh,23-02-1950,M," ? 28,21,921.00 ",2,Partial College,Professional,Y
BB1200,Bhabhav Uniyal,20-03-1950,S," ? 8,32,551.00 ",0,Partial College,Professional,Y
BB1201,Ved Raj,03-02-1950,M," ? 17,70,088.00 ",2,Partial College,Professional,Y
BB1202,Mohd Suhail,04-08-1950,M," ? 4,45,413.00 ",2,Partial College,Professional,Y
BB1203,Rocky Mehto,09-06-1950,M," ? 6,63,220.00 ",4,Partial College,Professional,Y
BB1204,Nar Singh Thakur,23-08-1951,M," ? 8,29,571.00 ",2,High School,Professional,Y
BB1205,Kawaljeet Rahul,07-11-1951,M," ? 32,46,323.00 ",2,High School,Professional,Y
BB1206,Farku Pujar,08-02-1951,S," ? 26,27,231.00 ",0,High School,Professional,Y
BB1207,Nitin Nishu,22-02-1951,S," ? 7,12,909.00 ",0,High School,Professional,Y
BB1208,Mahender Chaudhary,03-08-1951,M," ? 4,95,296.00 ",2,Partial College,Professional,Y
BB1209,Md Irfhan,27-01-1951,M," ? 5,68,647.00 ",2,Partial College,Professional,Y
BB1210,Mohd Anwar-Ul-Haq,01-06-1951,M," ? 7,77,791.00 ",2,Partial College,Professional,N
BB1211,Sanjay Saini,11-07-1952,M," ? 23,74,223.00 ",3,High School,Professional,Y
BB1212,Hukam Chand,25-09-1952,S," ? 28,15,421.00 ",0,High School,Professional,Y
BB1213,Dhruv Kumar,18-12-1952,M," ? 7,28,607.00 ",4,Partial College,Professional,Y
BB1214,Trilok Chand,14-06-1958,M," ? 12,18,329.00 ",2,Bachelors,Management,Y
BB1215,Dirgaj Singh,08-02-1957,S," ? 25,46,756.00 ",0,Partial College,Professional,Y
BB1216,Magat Ram,12-01-1957,M," ? 17,97,681.00 ",2,Partial College,Professional,Y
BB1217,Aanad Sharma,18-11-1957,M," ? 6,45,087.00 ",2,High School,Professional,Y
BB1218,Charanjeet Singh,14-12-1956,M," ? 34,36,203.00 ",2,Partial College,Professional,Y
BB1219,Aaditya Yadav,16-12-1956,M," ? 4,15,727.00 ",3,High School,Professional,Y
BB1220,Mohd Raja,21-09-1956,M," ? 9,30,184.00 ",3,High School,Professional,Y
BB1221,Zeshan Akhtar,12-08-1956,S," ? 8,10,110.00 ",0,High School,Professional,Y
BB1222,Ram Dass,17-10-1955,M," ? 4,68,316.00 ",2,High School,Professional,N
BB1223,Arjun Giri,19-11-1955,M," ? 11,77,575.00 ",3,Partial College,Professional,Y
BB1224,Pinki Gupta,26-12-1955,M," ? 33,66,497.00 ",3,Partial College,Professional,Y
BB1225,Goutam Bhora,23-09-1955,M," ? 13,25,722.00 ",3,High School,Professional,Y
BB1226,Yogender Kumar Gupta,11-04-1957,M," ? 13,84,568.00 ",2,Partial College,Professional,Y
BB1227,Jai Parkash,08-11-1932,M," ? 27,73,881.00 ",4,High School,Professional,N
BB1228,Moh Farman,04-11-1932,M," ? 12,22,232.00 ",3,Graduate Degree,Management,Y
BB1229,Vipin Pandey,26-11-1933,M," ? 19,84,775.00 ",3,Graduate Degree,Management,Y
BB1230,Sumit Singh,15-03-1933,M," ? 14,33,750.00 ",4,Graduate Degree,Management,Y
BB1231,Sai Das,11-03-1965,S," ? 10,70,026.00 ",0,Partial College,Professional,N
BB1232,Bal Kishan Sonu,20-09-1965,S," ? 16,39,808.00 ",0,Partial College,Professional,Y
BB1233,Prem Shaksana,06-01-1965,S," ? 27,50,246.00 ",0,Bachelors,Management,Y
BB1234,Jagdish Kalra,13-11-1965,M," ? 18,16,477.00 ",4,Bachelors,Management,Y
BB1235,Raju Kuswha,10-11-1965,M," ? 6,59,274.00 ",4,Partial College,Professional,Y
BB1236,Hare Krishana Mishra,04-10-1965,M," ? 22,87,049.00 ",4,Partial College,Professional,Y
BB1237,Pankaj Gupta,14-07-1965,S," ? 33,01,112.00 ",0,Bachelors,Management,N
BB1238,Ashok Kumar Sani,28-12-1964,M," ? 3,54,469.00 ",4,Bachelors,Management,Y
BB1239,Munna Sanover,06-12-1964,S," ? 26,40,024.00 ",0,Partial College,Professional,Y
BB1240,Devi Ram,24-06-1964,M," ? 23,42,264.00 ",5,Partial College,Professional,Y
BB1241,Vipul Sharma,12-08-1964,M," ? 20,80,186.00 ",2,Graduate Degree,Management,Y
BB1242,Abhiraj Yadav,12-05-1964,M," ? 19,78,994.00 ",2,Bachelors,Management,Y
BB1243,Irsad Khan,26-03-1964,M," ? 22,48,761.00 ",2,Bachelors,Management,Y
BB1244,Pramod Mehto,15-09-1956,S," ? 23,48,954.00 ",0,Partial College,Professional,Y
BB1245,Irfan Bhola,24-07-1956,S," ? 5,62,253.00 ",0,Partial College,Professional,Y
BB1246,Mohd Shakeeb,15-10-1956,S," ? 19,27,755.00 ",0,Partial College,Professional,Y
BB1247,Basant Joshi,12-01-1934,M," ? 9,98,588.00 ",4,Graduate Degree,Management,Y
BB1248,Kailesh Chand,22-09-1934,M," ? 2,93,164.00 ",1,Graduate Degree,Management,Y
BB1249,Eldro Korea Kose,24-04-1963,M," ? 32,66,094.00 ",4,Partial College,Professional,Y
BB1250,Kirti Thakur,14-11-1963,M," ? 29,32,037.00 ",4,Partial College,Professional,Y
BB1251,Arjun Singh Shubham,24-11-1963,S," ? 26,94,607.00 ",0,Partial College,Professional,Y
BB1252,Gulab Singh,08-03-1963,M," ? 18,29,264.00 ",5,Partial College,Professional,Y
BB1253,Abhay Jiddi,20-12-1963,S," ? 2,97,513.00 ",0,Partial College,Professional,Y
BB1254,Ruplal Kumwat,05-09-1963,S," ? 32,21,474.00 ",0,Bachelors,Management,N
BB1255,Ravi Choudhary,13-04-1963,M," ? 29,82,327.00 ",3,Bachelors,Management,Y
BB1256,Subhash Raoji Deyo,12-06-1962,M," ? 21,49,517.00 ",5,Partial College,Professional,Y
BB1257,Sunder Singh,14-03-1962,M," ? 13,77,272.00 ",5,Partial College,Professional,Y
BB1258,Manish Kumar Montu,21-09-1962,S," ? 5,23,013.00 ",0,Partial College,Professional,Y
BB1259,Patric Meter,09-02-1961,M," ? 17,71,416.00 ",5,Partial College,Professional,Y
BB1260,Devinder Pal,16-11-1961,S," ? 11,67,514.00 ",0,High School,Professional,Y
BB1261,Balram Gupta,07-01-1961,M," ? 26,07,499.00 ",1,Bachelors,Management,N
BB1262,Anuj Gupta,03-02-1961,S," ? 34,85,694.00 ",0,Bachelors,Management,N
BB1263,Mohd Nawab,05-03-1961,S," ? 34,75,433.00 ",0,Bachelors,Management,N
BB1264,Rakshit Ghai,12-09-1961,M," ? 9,23,442.00 ",1,Bachelors,Management,Y
BB1265,Deepak Garg,07-05-1961,M," ? 17,79,323.00 ",1,Graduate Degree,Management,N
BB1266,Rahul Mishra,13-09-1955,S," ? 14,95,453.00 ",0,High School,Professional,N
BB1267,Shambu Gujar,16-11-1955,S," ? 17,68,078.00 ",0,High School,Professional,N
BB1268,Bahart Singh,27-03-1955,S," ? 15,62,476.00 ",0,High School,Professional,Y
BB1269,Mahesh Kumar,11-05-1954,M," ? 29,20,202.00 ",2,Partial High School,Skilled Manual,Y
BB1270,Dipu Sharma,10-10-1935,S," ? 34,79,768.00 ",0,Graduate Degree,Management,Y
BB1271,Devasish Chakarwarti,17-09-1936,S," ? 20,26,570.00 ",0,Graduate Degree,Management,Y
BB1272,Gourav Batra,21-08-1936,M," ? 20,89,052.00 ",2,Graduate Degree,Management,Y
BB1273,Bunty Chandan,07-12-1960,M," ? 5,02,642.00 ",5,High School,Professional,Y
BB1274,Mahender Singh,26-10-1960,M," ? 17,00,828.00 ",5,Partial College,Professional,Y
BB1275,Charnjeet Singh,08-12-1960,M," ? 24,45,987.00 ",3,Partial College,Professional,Y
BB1276,Vishal Deepak,27-07-1960,S," ? 33,97,009.00 ",0,Partial College,Professional,Y
BB1277,Vicky Verma,12-05-1960,S," ? 26,20,735.00 ",0,Partial College,Professional,N
BB1278,Budhan Paswan,22-07-1960,M," ? 27,07,262.00 ",0,Partial College,Professional,Y
BB1279,Ishwar Singh,23-05-1960,S," ? 27,07,511.00 ",0,Partial College,Professional,Y
BB1280,Bhagat Singh,19-02-1960,M," ? 22,11,279.00 ",4,Bachelors,Management,Y
BB1281,Nirmal Adhikari,17-12-1960,S," ? 30,56,799.00 ",0,Graduate Degree,Management,N
BB1282,Gobind Hazra,10-04-1954,M," ? 30,55,383.00 ",2,Partial High School,Skilled Manual,Y
BB1283,Mohamad Sajid,26-11-1954,S," ? 32,59,693.00 ",0,Partial High School,Skilled Manual,N
BB1284,Javed Chota,04-02-1954,S," ? 5,02,517.00 ",0,High School,Professional,Y
BB1285,Kundan Chohan,17-07-1953,S," ? 8,02,336.00 ",0,Graduate Degree,Management,Y
BB1286,Ravi Kumar Soni,24-11-1953,S," ? 34,40,592.00 ",0,Graduate Degree,Management,Y
BB1287,Narayan Singh,07-09-1953,S," ? 22,28,369.00 ",0,Graduate Degree,Management,Y
BB1288,Sunny Koli,15-01-1953,M," ? 7,24,161.00 ",3,Graduate Degree,Management,N
BB1289,Nitesh Kumar,14-02-1953,M," ? 28,76,559.00 ",3,Graduate Degree,Management,Y
BB1290,Vikky Miglani,08-05-1952,S," ? 25,35,076.00 ",0,Partial College,Professional,N
BB1291,Md Sokat,23-07-1937,M," ? 23,10,413.00 ",4,Graduate Degree,Management,Y
BB1292,Mohd Noman,06-08-1938,M," ? 22,56,007.00 ",2,Graduate Degree,Management,Y
BB1293,Man Mohan Aggarwal,25-05-1938,M," ? 33,06,094.00 ",2,Graduate Degree,Management,Y
BB1294,Brij Mohan,06-03-1938,M," ? 13,00,595.00 ",2,Graduate Degree,Management,Y
BB1295,Bhram Singh,02-02-1938,M," ? 30,97,944.00 ",2,Graduate Degree,Management,Y
BB1296,Chander Pal,02-10-1938,S," ? 5,10,870.00 ",0,Bachelors,Management,N
BB1297,Mahesh Meena,12-04-1939,M," ? 16,43,564.00 ",5,Bachelors,Management,Y
BB1298,Santosh Singh,20-06-1940,S," ? 17,16,554.00 ",0,Bachelors,Management,Y
BB1299,Dinesh Jain,19-02-1940,M," ? 30,63,790.00 ",2,Bachelors,Management,Y
BB1300,Khalil Maziz,26-06-1940,M," ? 27,93,127.00 ",2,Bachelors,Management,Y
BB1301,Sanjay Mashi,25-09-1978,M," ? 20,36,125.00 ",0,Graduate Degree,Manual,N
BB1302,Manoj Bansal,27-02-1974,M," ? 5,16,846.00 ",0,Graduate Degree,Manual,Y
BB1303,Sanjeev Kumar,19-05-1969,M," ? 34,65,203.00 ",0,Graduate Degree,Manual,Y
BB1304,Bhagat Ram,02-02-1963,M," ? 16,52,308.00 ",1,Graduate Degree,Manual,Y
BB1305,Jai Ram Kir,20-09-1962,M," ? 32,59,706.00 ",1,Graduate Degree,Manual,Y
BB1306,Ram Saveroop,14-12-1962,M," ? 30,11,647.00 ",1,Graduate Degree,Clerical,Y
BB1307,Dwarika Lal,02-04-1962,M," ? 27,18,851.00 ",1,Graduate Degree,Clerical,Y
BB1308,Jai Kumar,03-07-1961,M," ? 19,28,358.00 ",1,Bachelors,Manual,Y
BB1309,Tinku Kumar Avinash Gupta,26-11-1961,M," ? 20,20,250.00 ",1,Bachelors,Manual,Y
BB1310,Mohd Nadeem,14-04-1961,M," ? 8,44,692.00 ",1,Bachelors,Manual,Y
BB1311,Mohd Asif,16-01-1961,M," ? 13,28,629.00 ",1,Bachelors,Manual,Y
BB1312,Hansraj Meena,09-01-1961,M," ? 25,82,845.00 ",1,Graduate Degree,Clerical,Y
BB1313,Jamil Ahmed,20-03-1961,M," ? 27,71,987.00 ",1,Graduate Degree,Clerical,Y
BB1314,Salesh Girsa,19-02-1961,M," ? 24,90,152.00 ",1,Graduate Degree,Clerical,Y
BB1315,Shulal Gujar,18-09-1935,M," ? 25,10,279.00 ",1,Graduate Degree,Clerical,Y
BB1316,Jaykumar Sindu,02-11-1958,M," ? 17,28,926.00 ",1,Graduate Degree,Clerical,Y
BB1317,Rajkumar Bhil,10-04-1957,M," ? 13,46,168.00 ",1,Bachelors,Clerical,Y
BB1318,Rakesh Gupta,11-08-1957,M," ? 12,02,186.00 ",1,Partial College,Manual,Y
BB1319,Kapil Sahani,17-11-1956,M," ? 14,80,889.00 ",2,Partial College,Manual,Y
BB1320,Surender Singh Rathore,12-02-1956,M," ? 28,24,817.00 ",2,Partial College,Manual,Y
BB1321,Sidarth Sharma,19-03-1955,S," ? 7,37,538.00 ",0,Partial College,Manual,Y
BB1322,Vicky Khan,14-04-1955,S," ? 30,72,160.00 ",0,Partial College,Manual,Y
BB1323,Satyanarayan Soni,09-05-1955,M," ? 29,39,215.00 ",2,Partial College,Manual,Y
BB1324,Gulam Sakhar,25-02-1954,M," ? 24,24,322.00 ",2,Partial College,Manual,Y
BB1325,Parmo Kumar Jain,26-05-1938,M," ? 32,95,667.00 ",1,Graduate Degree,Clerical,Y
BB1326,Bahrat Panday,06-06-1941,M," ? 11,15,625.00 ",1,Partial College,Manual,Y
BB1327,Ebane Ali,11-05-1941,M," ? 34,97,345.00 ",1,Partial College,Manual,Y
BB1328,Satnam Singh,28-07-1941,M," ? 23,38,808.00 ",1,Bachelors,Clerical,Y
BB1329,Rishab Uniyal,01-06-1942,M," ? 31,55,793.00 ",1,Bachelors,Clerical,Y
BB1330,Pavan Kumar,04-12-1980,S," ? 18,00,994.00 ",0,Partial College,Manual,N
BB1331,Harkesh Binder,06-11-1979,S," ? 33,21,568.00 ",0,Partial College,Manual,N
BB1332,Jitender Jitu,04-02-1979,S," ? 21,22,730.00 ",0,Partial College,Manual,N
BB1333,Repu Marwaha,18-05-1980,S," ? 26,47,624.00 ",0,Partial College,Manual,N
BB1334,Neeraj Neetu,22-11-1980,M," ? 10,75,060.00 ",0,Bachelors,Clerical,Y
BB1335,Mohit Kumar Sharma,26-11-1978,S," ? 27,74,936.00 ",0,Partial College,Manual,Y
BB1336,Goverdhan Dass,12-10-1979,M," ? 13,03,833.00 ",1,High School,Manual,Y
BB1337,Sanjay Bhandari,18-10-1979,S," ? 9,19,386.00 ",0,Bachelors,Clerical,Y
BB1338,Ashok Goswami,14-03-1978,S," ? 22,85,274.00 ",0,High School,Manual,N
BB1339,Varun Nishu,16-09-1978,M," ? 9,01,625.00 ",0,Bachelors,Clerical,Y
BB1340,Surjeet Singh Banjara,08-04-1977,S," ? 27,65,221.00 ",0,High School,Manual,N
BB1341,Gordhan Das,09-04-1977,M," ? 6,05,577.00 ",0,Partial College,Manual,Y
BB1342,Joginder Mandal,01-10-1977,M," ? 10,06,752.00 ",0,Partial College,Manual,N
BB1343,Rakesh Kumar Meena,14-02-1977,S," ? 29,85,812.00 ",0,Partial College,Manual,Y
BB1344,Ramchandra Parsad Kurmi,26-02-1943,S," ? 3,42,120.00 ",0,Partial College,Manual,Y
BB1345,Dayal Singh B,06-08-1961,S," ? 4,64,524.00 ",0,Partial College,Manual,N
BB1346,Ravi Meena,23-10-1961,M," ? 33,56,373.00 ",1,Partial College,Manual,Y
BB1347,Siddarth Chetri,06-04-1961,M," ? 24,87,129.00 ",4,Graduate Degree,Clerical,Y
BB1348,Sant Lal,27-09-1961,M," ? 26,37,897.00 ",4,Graduate Degree,Clerical,Y
BB1349,Amit Gajju,16-04-1961,M," ? 22,46,040.00 ",4,Graduate Degree,Clerical,Y
BB1350,Julfi Sonu,05-05-1961,M," ? 25,57,284.00 ",4,Graduate Degree,Clerical,Y
BB1351,Jagbir Singh,26-10-1960,M," ? 32,80,878.00 ",1,High School,Manual,Y
BB1352,Guruvachan Singh,22-05-1960,M," ? 2,58,991.00 ",1,Partial College,Manual,Y
BB1353,Vinod Babloo,15-03-1960,S," ? 17,18,517.00 ",0,Partial College,Manual,N
BB1354,Gaurav Vishal,21-02-1960,S," ? 13,95,857.00 ",0,Partial College,Manual,N
BB1355,Ranjan Singh Rai,03-07-1959,S," ? 26,78,330.00 ",0,High School,Manual,N
BB1356,Arun Mishra,17-03-1959,M," ? 20,50,619.00 ",2,Partial College,Manual,Y
BB1357,Imran Khan,10-05-1958,S," ? 9,41,698.00 ",0,Partial College,Manual,Y
BB1358,Dimpu Ranbir,02-05-1958,M," ? 23,03,820.00 ",1,Graduate Degree,Clerical,Y
BB1359,Puran Mal,13-06-1960,M," ? 11,37,049.00 ",3,Graduate Degree,Clerical,Y
BB1360,Jyoti Ram,09-09-1960,S," ? 8,18,114.00 ",0,Graduate Degree,Clerical,Y
BB1361,Deepak Dhanpal,16-09-1959,M," ? 7,41,961.00 ",0,Bachelors,Clerical,Y
BB1362,Devi Deen,10-12-1959,M," ? 5,18,159.00 ",3,Graduate Degree,Clerical,Y
BB1363,Satyam Jha,14-10-1958,M," ? 34,22,926.00 ",1,Bachelors,Clerical,Y
BB1364,Rahul Singh Bisht,26-09-1970,S," ? 33,03,140.00 ",0,High School,Manual,Y
BB1365,Bhavuk Goel,11-06-1970,S," ? 10,04,108.00 ",0,Partial College,Manual,Y
BB1366,Patras Massey Chhuttan,13-07-1970,M," ? 33,84,652.00 ",0,Bachelors,Clerical,Y
BB1367,Manoj Joshi,22-04-1969,S," ? 27,56,323.00 ",0,High School,Manual,Y
BB1368,Ramu Raju,06-01-1969,S," ? 29,19,448.00 ",0,High School,Manual,Y
BB1369,Parmod Kumar,21-06-1970,M," ? 20,16,178.00 ",0,Bachelors,Clerical,Y
BB1370,Parsanjeet Sarkar,08-06-1970,M," ? 10,14,393.00 ",0,Bachelors,Clerical,N
